Cultist,Stealth,Influence,Endurance,Lore,Economic,Strength,Insanity,Position
Oscar Calvert,7.3,5.4,8.6,4.6,7.6,0.0,5.2,Accountant
Kareena Bowen,1.9,0.2,8.0,1.0,6.4,9.3,2.8,Enforcer
Taylor Nicholls,2.4,8.1,0.2,4.8,9.3,2.1,8.3,Recruiter
Hester Mckinney,1.5,3.7,7.5,0.5,8.6,0.2,3.7,Accountant
Deniz Ferguson,4.2,9.6,3.5,3.7,4.7,3.5,9.4,Recruiter
Elyse Madden,7.8,3.0,3.1,0.1,2.9,1.3,5.0,Assassin
Warwick Ford,2.5,6.6,9.8,8.6,0.6,5.5,5.2,Enforcer
Tiana Barrow,7.5,6.4,8.1,4.8,7.1,2.3,9.9,Recruiter
Marcus Price,3.2,0.6,1.4,5.2,1.5,2.4,4.6,Priest
Ahsan Bloom,8.7,0.2,1.9,2.2,6.0,3.7,3.3,Assassin
Frida Decker,9.7,0.6,7.4,9.2,4.4,3.0,0.0,Accountant
Ameerah Gutierrez,7.4,8.0,8.8,5.7,8.6,2.9,3.9,Accountant
Niamh Vasquez,7.2,3.2,9.4,6.2,8.8,8.5,0.3,Accountant
Angelica Eaton,3.5,2.1,1.8,1.9,2.1,9.9,2.4,Enforcer
Parker Zuniga,4.0,4.9,6.6,5.8,5.2,0.1,9.5,Priest
Sade Williamson,8.1,3.8,3.4,8.0,3.8,6.1,4.5,Assassin
Luke Roberts,5.7,3.4,5.0,9.2,6.1,1.5,2.1,Accountant
Kyra Robertson,6.3,7.0,0.4,2.0,5.4,1.7,8.1,Recruiter
Cally Garcia,1.6,5.8,9.6,5.8,3.8,5.8,4.4,Enforcer
Emerson Perry,3.3,9.2,1.6,1.8,4.5,9.6,8.9,Enforcer
Mikaeel Mckenna,2.9,4.5,0.1,0.4,1.2,1.8,0.6,Advisor
Elis Salazar,2.8,6.4,7.2,9.7,5.5,9.2,5.1,Enforcer
Agata Jenkins,4.0,0.9,6.9,2.8,0.0,0.7,4.2,Assassin
Jesus Mackie,5.0,0.0,6.1,1.3,2.7,5.6,8.4,Assassin
Anabella Berry,8.5,4.4,8.1,8.0,9.6,9.9,3.8,Accountant
Farzana Hopper,9.9,8.7,6.3,5.3,5.7,3.7,9.5,Recruiter
Kalum Rosario,9.9,1.8,8.0,3.7,9.4,2.9,1.1,Accountant
Ignacy Delarosa,4.8,7.6,10.0,3.7,6.2,5.1,6.8,Enforcer
Aayan Bannister,7.7,0.5,8.2,9.9,5.9,8.1,0.6,Accountant
Paige Rivas,7.0,7.6,2.2,2.3,8.7,3.0,6.2,Recruiter
Aairah Mathis,3.3,5.8,9.1,4.1,4.2,2.6,5.3,Priest
Bevan Nairn,7.1,2.7,3.1,8.5,3.5,8.2,9.3,Assassin
Cadi Moore,4.5,2.3,10.0,9.5,3.5,4.6,0.9,Accountant
Eleasha Wong,2.3,2.0,4.9,0.4,9.4,9.1,8.5,Enforcer
Dewi Hanna,5.7,9.7,7.2,5.6,9.6,1.0,2.4,Accountant
Debbie Bradshaw,7.9,0.9,5.0,6.4,6.6,4.9,8.9,Assassin
Madiha Stevenson,9.7,2.6,0.2,1.5,5.4,7.7,2.3,Assassin
Carole Stubbs,5.5,6.4,4.9,7.7,8.7,2.8,3.8,Accountant
Dolores Tang,6.4,1.5,2.5,6.6,7.6,9.4,8.7,Assassin
Lola-Mae Bowler,4.7,1.6,9.5,6.9,1.3,0.9,0.3,Accountant
Wil Wang,5.8,5.1,6.4,2.5,5.4,1.2,0.5,Accountant
Kabir Hayden,7.8,6.4,4.6,4.2,1.4,6.7,3.1,Enforcer
Maud Gallagher,5.0,5.4,7.0,9.3,2.8,5.4,6.3,Priest
Blossom Norris,9.8,7.3,8.7,0.6,4.1,9.0,3.9,Enforcer
Bartlomiej Esquivel,3.2,6.7,0.5,2.4,7.0,5.0,8.6,Recruiter
Ammarah Brook,6.5,2.9,6.0,8.6,6.4,4.5,5.9,Accountant
Taslima Parker,3.3,7.2,4.7,0.0,3.1,5.8,5.3,Enforcer
Saffa Odom,3.7,2.9,4.1,1.3,8.7,7.6,0.4,Accountant
Mcauley Ramirez,5.4,4.3,0.0,9.4,2.1,8.2,0.3,Advisor
Vicki Mcdaniel,1.2,8.9,4.6,3.1,8.5,5.8,6.3,Recruiter
Skyla Flynn,8.5,7.1,4.0,3.9,9.5,0.0,8.1,Recruiter
Keely Barlow,6.5,2.0,3.8,0.6,6.4,7.8,6.6,Assassin
Stefan Bryant,7.6,3.2,6.2,8.3,7.7,4.4,5.9,Accountant
Anton Schaefer,3.9,3.3,8.2,7.9,7.9,2.4,3.4,Accountant
Asha Schmidt,4.5,5.1,2.8,0.9,5.4,7.8,3.4,Enforcer
Denis Farrell,3.6,0.5,0.0,5.9,7.0,8.2,1.2,Accountant
Sebastian Finley,6.3,9.6,2.7,7.3,1.4,9.3,0.1,Enforcer
Mared Mcdermott,2.1,4.6,3.2,1.0,6.0,4.2,6.7,Recruiter
Sahil Kemp,4.0,4.8,1.4,6.1,7.0,3.2,2.7,Advisor
Kacper Melton,7.5,6.0,1.3,2.4,1.4,0.6,0.4,Advisor
Sonny Clarkson,9.1,7.7,3.1,1.5,1.4,1.6,6.4,Recruiter
Roma Goodman,2.4,7.5,0.1,1.9,3.5,2.5,1.7,Recruiter
Nabiha Strickland,8.9,0.0,1.0,7.1,5.8,3.3,6.3,Assassin
Fannie Mitchell,8.9,9.5,8.0,2.6,0.9,1.8,7.1,Assassin
Chanice Butler,0.0,2.6,5.5,9.8,2.9,0.6,5.6,Priest
Lisa-Marie Preston,0.8,5.6,9.9,0.3,6.6,1.6,6.0,Priest
Zhane Bob,6.3,5.8,0.5,9.4,4.7,3.8,3.1,Advisor
Maison Bain,1.7,5.7,4.8,1.3,7.8,2.6,5.5,Recruiter
Zakir Mcarthur,1.2,9.8,8.2,0.6,4.3,1.8,1.2,Enforcer
Bernice Greenwood,0.0,3.6,8.3,3.8,0.3,1.6,7.1,Priest
Nabilah Gordon,3.7,2.7,3.8,9.6,1.7,4.4,6.4,Priest
Aidan Robson,7.2,2.8,7.7,3.4,6.9,1.9,10.0,Assassin
Kiri Roach,0.8,7.2,7.1,3.0,0.3,9.1,3.9,Enforcer
Anna-Marie Humphreys,1.7,8.6,3.4,6.9,8.7,0.3,8.9,Recruiter
Ewan Hirst,7.2,5.0,0.4,8.2,1.2,0.5,6.6,Advisor
Lottie Holman,2.8,8.1,1.7,1.9,9.6,1.8,9.2,Recruiter
Philippa Stein,1.7,1.8,3.5,2.6,6.8,4.6,4.1,Accountant
Haydn Horn,7.2,1.5,0.2,5.9,3.9,7.8,7.5,Assassin
Zahid Bray,5.5,9.1,5.5,5.5,6.5,8.7,0.7,Enforcer
Juniper Galvan,9.7,1.2,0.6,6.1,1.3,2.6,2.3,Assassin
Mario Moran,8.7,4.5,9.2,5.8,3.7,7.5,4.9,Assassin
Tamzin Mays,4.3,5.1,9.5,5.5,7.6,2.8,9.3,Priest
Tom Lawrence,0.3,1.4,5.4,0.9,5.6,2.3,9.4,Priest
Alex Broadhurst,0.0,6.8,8.6,9.4,6.4,0.6,3.4,Accountant
Glen Spooner,8.7,0.2,10.0,4.8,5.2,6.6,5.0,Assassin
Milo Yoder,9.4,4.1,2.2,3.3,5.7,1.4,9.2,Recruiter
Jevan Andersen,3.5,2.2,8.0,4.0,5.8,5.9,4.3,Assassin
Leanna Howe,0.3,8.2,8.3,7.1,2.4,9.8,6.7,Enforcer
Dora Whittington,5.4,8.4,7.7,6.1,3.3,7.0,5.4,Enforcer
Salman Cresswell,8.8,8.8,6.5,8.7,5.7,0.4,0.6,Accountant
Romany Campbell,3.6,0.5,2.4,4.0,7.0,0.7,5.5,Accountant
Kwame Thatcher,3.0,6.1,7.5,5.4,9.6,3.2,2.3,Accountant
Erica Kaur,0.5,0.2,9.1,5.4,7.8,2.5,0.5,Accountant
Britney Golden,8.8,3.6,5.9,2.1,0.1,5.9,3.5,Assassin
Hanan Davila,5.1,1.5,2.5,8.1,2.5,8.9,9.0,Assassin
Charlotte Mejia,7.7,7.3,0.7,7.1,3.3,9.9,9.4,Recruiter
Kaydon Burt,8.2,9.6,9.2,2.3,9.3,1.4,7.6,Recruiter
Karl Puckett,6.6,0.0,5.1,5.0,7.8,6.6,1.2,Accountant
Derrick Cummings,8.9,7.1,4.8,0.6,7.9,0.6,2.9,Accountant
Reem Oneal,8.0,8.4,8.7,7.7,8.7,0.4,4.8,Accountant
Regan Cobb,1.3,2.6,7.9,8.8,4.2,8.4,5.4,Enforcer
Bethan Baxter,5.6,7.5,5.6,0.7,2.3,0.7,6.3,Recruiter
Verity Fischer,1.1,4.6,3.2,7.7,4.1,6.9,4.5,Priest
Ellisha Caldwell,3.9,5.3,3.3,1.4,7.7,4.0,4.8,Recruiter
Clayton Murphy,8.4,4.5,1.5,0.9,1.4,2.8,0.4,Assassin
Kendal Coleman,5.0,2.6,4.9,5.0,7.9,7.1,5.7,Accountant
Emma Vega,3.0,7.6,9.7,5.9,0.0,2.7,7.2,Priest
Cade Eastwood,0.5,6.2,2.3,9.3,8.4,7.3,9.2,Priest
Irene Mooney,0.4,9.2,6.5,2.9,7.9,8.7,3.7,Enforcer
Kaiser Grimes,2.6,4.6,8.9,0.9,9.6,1.5,7.6,Accountant
Adam Ahmed,2.0,1.7,1.0,1.3,3.5,0.4,1.8,Accountant
Rae Warren,9.5,6.7,10.0,1.8,2.3,0.1,2.2,Assassin
Lacy Curran,7.9,6.9,0.3,3.7,6.6,1.5,4.9,Advisor
Coco Solis,5.6,4.8,4.3,0.2,7.1,2.2,3.0,Accountant
Sean Hendrix,0.5,1.7,2.9,5.1,3.7,1.1,6.5,Priest
Ty Hawes,0.0,6.9,3.6,3.8,1.6,6.1,4.9,Enforcer
Yazmin Gutierrez,7.0,8.3,3.5,3.3,6.4,9.0,1.4,Enforcer
Chantelle Kumar,4.6,1.4,5.2,6.8,2.5,4.6,5.2,Assassin
Lily-Rose Aldred,8.8,2.3,3.8,5.9,1.2,2.0,1.3,Assassin
Zeeshan Simmonds,5.5,1.3,1.4,5.4,7.1,7.7,8.5,Assassin
Kwabena Spooner,1.4,10.0,7.8,8.9,5.4,9.9,7.4,Priest
Gregg Beck,1.5,6.5,0.7,4.5,4.1,10.0,2.3,Enforcer
May Gutierrez,1.0,4.5,5.2,1.2,9.2,6.9,2.3,Accountant
Saim Ryan,6.0,7.1,0.0,8.0,2.4,3.7,7.3,Recruiter
Fox Lee,5.8,5.5,5.1,6.0,4.6,3.5,6.7,Recruiter
Glenn Sheridan,7.3,8.7,2.2,3.5,1.6,0.3,8.3,Recruiter
Montgomery Mooney,0.8,6.8,1.9,2.2,9.8,4.3,1.9,Accountant
Gloria Lewis,9.5,6.1,7.4,0.3,1.3,7.8,6.9,Enforcer
Ruben Morris,0.5,0.0,8.9,8.8,3.6,5.4,4.5,Priest
Jocelyn Berry,8.3,6.3,9.1,0.7,1.3,2.3,2.0,Assassin
Iestyn Franco,1.9,8.4,2.1,3.4,6.8,7.2,8.4,Recruiter
Peyton Mackay,0.5,1.6,7.2,2.8,2.7,5.9,7.8,Enforcer
Gabrielius Buck,9.5,6.4,7.4,1.3,7.1,0.0,5.7,Assassin
Jaydan Thompson,6.8,9.9,0.7,0.6,5.3,5.4,2.5,Advisor
Randy Booker,4.9,7.5,0.0,7.2,6.8,5.1,3.1,Advisor
Ruairidh Dolan,8.4,8.5,2.3,2.1,4.5,1.8,2.7,Advisor
Tre Daniel,3.3,8.9,0.2,3.9,3.5,7.7,2.9,Advisor
Hector Guerrero,7.2,0.1,1.0,1.8,5.5,3.7,2.7,Assassin
Armani Shepard,4.4,2.1,2.2,3.2,2.7,3.0,6.6,Assassin
Amba Cleveland,0.9,7.9,6.6,3.0,5.3,6.7,3.6,Enforcer
Eshaan Lindsey,2.9,7.8,9.5,3.5,3.9,0.8,6.4,Priest
Jedd Prince,1.0,9.3,4.0,4.7,9.1,1.4,0.1,Accountant
Dylon Dodson,4.6,1.5,7.5,4.0,4.0,2.7,6.3,Assassin
Bradleigh Franklin,5.1,9.0,4.9,9.8,2.5,4.8,9.6,Priest
Nazia Hills,9.4,9.6,6.0,4.5,1.6,2.8,2.5,Recruiter
Archibald Lyons,7.4,3.9,1.5,8.6,4.8,8.6,0.6,Advisor
Giacomo Ware,8.4,7.0,9.1,3.0,7.3,2.2,3.5,Accountant
Alexia Pollard,1.9,6.2,2.4,5.6,0.6,2.0,4.9,Priest
Liam Callahan,7.5,6.7,5.5,4.3,8.2,0.9,9.7,Recruiter
Kezia Espinosa,5.8,9.5,0.2,9.9,9.5,8.0,0.0,Advisor
Norman Browning,5.7,2.3,3.6,5.9,0.8,2.9,0.5,Assassin
Mikayla Farmer,3.0,4.9,9.2,3.5,9.4,2.1,8.3,Priest
Norah Crouch,3.9,1.1,1.4,5.8,7.1,3.9,1.3,Accountant
Kyron Draper,4.2,9.7,3.5,6.9,2.2,8.3,6.2,Enforcer
Aman Charles,6.0,1.1,6.7,2.8,1.1,6.7,0.2,Assassin
Safia Dawe,1.5,0.4,6.1,6.1,5.8,7.0,4.0,Accountant
Tonya Lowe,9.7,4.7,2.9,8.9,4.5,8.0,3.0,Advisor
Dani Wood,6.8,5.1,0.3,4.6,8.3,3.2,8.4,Recruiter
Patricia Mcarthur,9.6,8.9,8.7,1.7,2.5,4.4,8.8,Assassin
Zakir Bourne,6.0,4.6,5.1,2.2,9.0,6.7,7.9,Assassin
Nyah Guthrie,5.6,5.2,8.8,1.1,1.2,5.7,0.5,Enforcer
Willie Romero,8.4,2.6,6.3,4.9,3.3,4.1,6.4,Assassin
Alanis Finnegan,7.0,5.1,8.9,9.0,2.1,4.9,0.1,Accountant
Yaseen Levy,8.0,6.6,0.7,9.1,4.7,0.5,5.0,Advisor
Mohammed Griffiths,4.3,0.8,3.0,4.6,10.0,2.6,2.2,Accountant
Tracy Mccallum,3.9,2.0,4.3,2.7,4.7,5.7,1.1,Accountant
Marek Armstrong,6.1,4.7,6.7,4.1,7.0,3.6,9.8,Priest
Zakary Molloy,0.5,2.5,1.2,1.6,1.2,1.8,4.1,Priest
Rajan Mayer,9.4,3.9,2.6,3.3,9.7,2.5,3.7,Accountant
Gethin Hall,6.6,9.4,7.8,3.2,5.6,9.0,6.5,Enforcer
Nikolas Davidson,3.1,3.9,2.4,5.3,3.0,4.1,6.6,Priest
Axel Rooney,7.0,5.3,7.2,4.9,6.3,0.6,9.3,Recruiter
Indigo Snow,8.3,3.3,2.4,1.8,8.6,7.0,7.1,Assassin
Georgia Poole,7.2,0.7,1.0,0.5,6.2,1.9,7.4,Assassin
Oliver Cline,1.7,4.6,2.8,7.6,6.4,6.7,3.8,Advisor
John-James Walmsley,8.1,3.3,1.7,9.2,9.7,9.1,7.6,Advisor
Shanelle Morin,4.0,2.7,5.5,6.9,6.4,2.8,4.8,Accountant
Sofija Avalos,0.7,6.7,4.2,1.3,1.9,7.2,8.8,Enforcer
Jaxson Haines,4.5,4.0,0.3,9.6,0.7,0.0,7.7,Priest
Nel Gross,1.3,4.5,8.4,5.0,5.0,3.8,5.3,Priest
Prisha Hester,8.7,8.7,7.4,0.0,2.5,7.4,1.0,Enforcer
Olivia Crowther,8.0,1.7,2.5,1.8,8.9,0.4,2.7,Accountant
Sally Clements,2.3,3.6,2.5,9.7,5.6,5.4,4.0,Advisor
Romeo Novak,4.7,5.2,5.5,4.5,4.4,8.0,9.8,Enforcer
Tolga Kumar,6.2,5.0,2.9,6.3,6.7,6.8,7.0,Advisor
Donnie Suarez,9.0,3.0,2.1,3.3,1.9,5.4,9.9,Assassin
Todd Crawford,3.5,7.9,7.0,7.8,0.7,1.4,8.9,Priest
Bayley Guzman,9.3,4.4,9.0,6.3,9.7,2.3,2.1,Accountant
Hashim Velasquez,1.5,8.9,5.4,6.3,7.6,2.6,4.7,Recruiter
Guy Mcdougall,0.0,9.1,5.5,0.1,1.3,7.1,4.6,Enforcer
Saoirse Huynh,3.3,7.9,7.0,2.3,1.5,2.4,7.7,Priest
Arwel Parry,6.6,1.3,9.2,9.4,1.2,1.5,0.1,Accountant
Ezekiel Tierney,7.3,2.4,7.5,7.0,3.7,5.7,8.1,Assassin
Zackery Hale,6.3,4.7,8.2,8.8,3.6,2.8,0.8,Accountant
Rares Herrera,1.9,7.4,6.7,2.7,1.3,6.9,9.5,Enforcer
Phoebe Townsend,6.5,2.3,7.5,3.0,5.4,3.9,9.1,Assassin
Aimie Wagner,0.1,9.0,4.7,3.9,2.4,6.3,7.7,Priest
Maysa Fenton,0.0,6.5,2.9,5.4,8.8,5.3,4.9,Advisor
Susan Harding,0.2,8.7,6.2,3.0,0.8,2.1,5.9,Priest
Emir Conner,5.3,6.7,3.9,7.7,1.1,2.2,7.1,Recruiter
Emmeline Mckinney,8.8,8.5,5.5,0.1,0.8,4.0,2.1,Enforcer
Maria Goff,0.8,8.0,1.2,8.7,2.7,0.1,6.6,Recruiter
Allen Crane,1.2,6.6,5.7,3.8,9.4,3.3,4.5,Accountant
Demi-Leigh Russell,0.2,7.2,0.3,6.3,4.6,0.3,2.2,Advisor
Hetty Wilkerson,6.9,4.3,0.4,5.3,0.5,1.5,2.2,Advisor
Arman Barr,7.4,0.7,3.1,1.6,3.7,1.3,6.2,Assassin
Conner Douglas,1.2,2.8,4.9,3.7,9.6,3.6,5.1,Accountant
Milton Baker,6.1,6.5,5.3,0.3,0.6,7.0,4.8,Enforcer
Ivy-Rose Armitage,8.8,9.3,10.0,2.4,0.9,6.6,9.5,Enforcer
Arif Maxwell,5.5,0.7,6.7,1.8,8.3,7.5,4.3,Assassin
Alexander Day,3.1,5.0,0.5,6.0,9.8,9.5,1.4,Advisor
Farhaan Ahmed,1.1,0.5,3.6,6.2,8.7,1.9,4.6,Accountant
Annette Cohen,6.4,1.2,4.7,6.4,5.0,0.6,7.6,Assassin
Hana Page,8.8,6.2,3.9,6.9,0.8,0.9,9.3,Recruiter
Denis Bryant,0.1,0.3,8.1,8.7,6.6,0.6,1.8,Accountant
Giuseppe Ray,2.8,2.4,8.6,7.0,5.1,1.5,9.1,Priest
Reyansh Melendez,5.4,2.4,6.8,3.7,2.4,6.6,1.6,Enforcer
Mateusz Hussain,3.9,3.9,8.2,1.0,1.5,8.3,5.0,Enforcer
Malaikah Huffman,8.1,6.6,5.8,9.7,9.5,2.9,8.9,Advisor
Dolores Munro,2.9,2.5,4.5,7.4,2.9,4.0,6.4,Priest
Kashif Bryant,4.4,8.2,8.3,5.6,10.0,5.6,7.4,Accountant
Nawal Richardson,5.9,5.4,9.9,5.1,6.5,7.5,8.2,Enforcer
Lilli Zuniga,0.4,0.9,3.6,2.2,8.9,4.4,3.6,Accountant
Claire Baker,0.3,1.0,5.1,6.6,8.0,8.7,4.2,Accountant
Samira Carroll,0.7,7.7,9.2,6.1,1.9,1.4,9.6,Priest
Indiana Howarth,1.3,1.9,9.4,0.8,7.5,8.0,1.3,Enforcer
Jonty Joyce,8.3,4.6,8.7,7.9,6.0,6.2,9.3,Assassin
Ruqayyah Krause,8.0,9.8,8.8,8.2,9.1,1.3,6.5,Recruiter
Moesha Cope,4.8,6.5,2.9,0.4,7.9,6.6,7.1,Recruiter
Warren Arroyo,0.4,1.4,4.9,3.6,0.3,8.8,0.0,Enforcer
Lynden Weaver,6.8,4.6,9.9,7.0,0.6,7.2,7.6,Assassin
Joey Ritter,7.7,7.2,5.6,8.6,3.2,3.2,2.4,Advisor
Haiden Riley,2.3,2.7,1.0,9.7,2.4,6.6,7.0,Priest
Ella-Mae Burke,5.8,6.9,6.8,9.1,9.4,4.3,4.6,Accountant
Giorgio Blackmore,2.7,3.5,8.4,6.5,1.5,5.4,7.9,Priest
Clare Goff,7.4,6.7,5.2,5.7,8.0,10.0,5.8,Enforcer
Carlie Anthony,9.9,7.6,1.9,8.6,0.9,6.6,6.7,Advisor
Britany Graham,4.1,5.0,8.6,8.8,9.4,9.9,9.6,Priest
Rylee Marshall,1.2,2.6,8.9,2.7,9.0,0.8,7.3,Priest
Macauley Parkinson,2.6,2.9,5.8,0.9,3.1,6.6,1.0,Enforcer
Bronwyn Lu,6.8,0.4,1.8,4.8,9.3,9.5,3.3,Accountant
Sienna Hassan,7.5,9.3,3.3,2.2,0.9,3.8,5.7,Recruiter
Sultan Kay,1.8,4.4,3.3,9.0,8.9,2.9,6.5,Advisor
Finnley Bowler,3.5,5.2,4.4,3.3,1.7,2.7,0.9,Enforcer
Laith Ferry,2.7,5.5,4.0,5.1,4.8,4.1,9.4,Priest
Gabriel Hodgson,1.1,4.1,0.4,8.1,9.5,7.7,1.5,Advisor
Kendrick Solis,8.6,5.5,7.4,1.7,4.3,9.1,1.9,Enforcer
Simra Livingston,3.6,9.8,6.1,8.1,6.6,6.6,3.5,Advisor
Catherine Fitzpatrick,8.4,8.9,6.5,1.2,9.4,9.0,7.9,Enforcer
Ellesse Barrow,6.5,9.3,2.3,9.0,8.2,3.7,5.6,Advisor
Ryley England,9.3,2.2,1.5,2.2,5.8,9.9,1.9,Assassin
Kristie Miles,4.5,5.8,4.9,6.1,7.1,4.7,2.5,Accountant
Sama Duarte,4.5,8.8,7.3,7.4,7.3,0.9,7.3,Recruiter
Claudia Saunders,3.3,4.8,4.1,9.4,2.8,2.2,5.3,Priest
Kianna Donaldson,6.8,4.0,3.4,8.1,9.5,8.5,5.7,Accountant
Tallulah Byrd,3.6,5.8,4.0,0.7,2.2,1.0,5.5,Recruiter
Ashley Raymond,0.3,9.5,4.0,9.5,3.0,5.5,1.2,Advisor
Giovanni Wade,3.0,5.0,9.3,2.4,6.6,4.7,8.4,Enforcer
Keanu Robinson,8.8,1.3,7.8,3.5,7.2,8.0,7.8,Assassin
Sila Espinoza,9.7,4.1,4.3,8.7,5.2,9.2,6.2,Assassin
Anis Mcghee,8.1,4.6,5.1,5.8,2.1,4.9,7.5,Assassin
Summer-Louise Mcgowan,0.8,7.6,1.0,1.0,8.3,0.4,1.0,Recruiter
Wil Iles,2.6,7.6,9.3,0.5,2.5,1.2,7.4,Enforcer
Aoife Gardner,7.1,5.5,9.9,8.5,1.6,4.6,7.7,Assassin
Duane Storey,4.6,3.2,9.1,7.3,5.6,5.2,3.8,Accountant
Mike Hail,8.6,9.9,6.0,7.0,9.6,6.3,2.3,Accountant
Penny Estes,5.8,9.5,8.4,7.9,3.2,4.0,1.4,Accountant
Vivian Downes,4.5,4.1,6.2,0.8,7.9,3.0,3.2,Accountant
Yvette Donovan,4.9,3.9,2.9,5.5,0.1,0.6,8.3,Priest
Gwen Shannon,1.4,9.0,7.5,7.3,2.8,3.1,4.9,Priest
Rebeca Bass,3.2,4.4,0.4,7.1,9.8,9.9,0.9,Advisor
River Dupont,2.4,8.3,6.8,6.0,4.6,2.3,4.1,Recruiter
Conner Read,2.4,4.8,6.9,5.0,8.5,7.6,8.2,Priest
Caius Mcclure,4.5,6.5,6.4,2.9,8.0,3.4,4.4,Accountant
Yousaf Castro,1.8,1.9,9.0,4.0,4.5,6.9,5.8,Enforcer
Tyreke Charlton,6.2,7.1,2.8,9.1,3.0,2.5,7.8,Recruiter
Eliana Wilks,5.0,9.1,2.9,6.3,1.5,9.2,2.9,Enforcer
Tonisha Roth,8.2,2.7,2.4,3.7,4.8,2.1,6.1,Assassin
Verity Harwood,0.9,9.9,8.7,6.7,4.9,0.5,4.5,Priest
Bjorn Avalos,2.4,5.7,4.4,4.9,6.6,9.1,8.4,Enforcer
Kate Bate,8.9,9.4,8.2,3.4,3.7,5.1,0.5,Enforcer
Lilly-Mai Welch,6.2,5.1,8.1,3.3,7.0,0.7,4.5,Accountant
Rianna Summers,2.4,3.5,8.0,4.3,3.7,8.2,6.6,Enforcer
Iqrah Kent,3.3,7.6,2.4,3.8,4.6,8.5,8.7,Enforcer
Lukasz Mclean,7.5,6.1,4.7,4.1,9.8,1.3,3.9,Accountant
Eshaal Callaghan,9.9,8.3,3.6,9.2,0.3,6.0,3.3,Advisor
Kiefer James,4.7,3.1,8.5,7.0,2.8,1.6,6.5,Priest
Julien Lugo,5.9,6.9,2.1,8.0,6.9,0.9,0.0,Advisor
Eileen Roche,7.2,7.3,5.5,9.3,9.4,4.9,1.1,Accountant
Lukas Rosa,8.2,9.5,1.2,6.3,6.0,3.3,3.6,Advisor
Ana Woodard,4.4,4.0,0.6,7.7,0.8,2.5,6.9,Priest
Manahil Fernandez,9.8,7.1,3.5,6.3,9.6,7.9,1.2,Accountant
Mylie Mcdonnell,7.3,0.4,0.4,3.3,6.4,5.0,7.0,Assassin
Elina Alston,4.3,8.8,8.8,5.8,9.2,9.2,7.2,Enforcer
Sabiha Meyers,5.7,3.2,0.7,8.8,8.0,4.8,5.3,Advisor
Ruben Fields,9.8,8.4,10.0,8.3,3.9,4.7,9.1,Assassin
Menachem Stone,3.5,8.4,0.3,6.6,1.0,2.0,3.5,Advisor
Megan Trujillo,7.3,1.1,7.8,4.8,6.1,8.3,8.4,Assassin
Sasha Faulkner,5.4,0.7,8.0,5.6,8.7,4.2,1.9,Accountant
Milton Dawe,2.9,9.6,3.1,1.9,3.3,8.2,6.5,Enforcer
Nabil Vincent,3.2,6.4,9.9,6.2,4.2,2.8,2.4,Accountant
Lia Odom,8.7,3.5,4.0,4.6,3.3,1.1,0.0,Accountant
Komal Ramos,2.1,5.0,8.4,0.8,10.0,1.5,9.5,Priest
Chantel Stacey,6.1,1.1,2.2,1.4,0.5,6.3,5.6,Assassin
Anais Martinez,7.0,9.0,4.0,7.6,1.7,5.8,6.5,Recruiter
Nikki Knott,2.6,9.7,7.3,2.9,2.5,7.6,1.9,Enforcer
Laaibah Mackay,0.6,3.9,9.4,3.5,8.1,7.8,1.2,Accountant
Eugene Halliday,0.7,1.9,9.7,3.2,9.8,1.3,7.9,Priest
Abul Wright,3.6,4.9,0.4,9.3,1.7,1.7,9.6,Priest
Kerys Harding,7.6,8.2,1.6,7.0,6.7,2.0,1.3,Advisor
Ada Hull,6.7,6.2,3.7,8.2,4.7,3.6,7.2,Recruiter
Leon Kumar,1.7,6.1,7.9,8.3,2.1,0.3,6.9,Priest
Jiya Mcnally,8.7,1.5,8.4,6.8,4.4,10.0,4.7,Assassin
Jayden-Lee Rosario,7.3,6.6,8.4,7.2,9.8,2.7,4.5,Accountant
Chloe-Ann Cherry,0.2,2.5,2.4,3.9,6.5,3.2,8.5,Priest
Diesel Guerrero,4.2,5.4,9.8,3.6,8.3,5.8,7.5,Enforcer
Nusaybah Mcgrath,6.2,2.3,3.1,8.6,3.0,4.1,5.6,Advisor
Eliza Baird,7.4,3.7,2.3,7.9,9.8,3.3,1.3,Accountant
Yaseen Conrad,6.8,1.9,2.0,8.1,2.5,3.6,7.6,Assassin
Harold Padilla,3.3,4.1,1.9,4.5,4.9,5.3,8.1,Priest
Nancie Hodge,1.2,1.2,2.1,0.8,5.7,0.3,0.8,Accountant
Toby Cooper,0.3,0.4,6.0,1.8,8.7,1.6,5.0,Accountant
Nana Pearce,2.5,0.1,5.3,3.8,3.8,9.3,9.0,Enforcer
Yusef Nava,2.6,8.2,1.2,2.8,0.7,3.8,3.6,Recruiter
Dua Dillard,9.3,8.1,2.2,3.0,3.7,0.0,4.1,Recruiter
Michele Reed,4.1,8.9,8.8,1.1,4.3,6.0,8.6,Enforcer
Bridie Henry,7.1,6.4,6.4,5.1,1.5,8.7,8.2,Enforcer
Neive Ventura,1.7,9.1,3.1,4.7,7.2,9.0,7.7,Recruiter
Wendy Bloggs,2.5,5.9,0.8,8.5,6.7,0.1,2.8,Advisor
Christos Pham,8.8,8.4,1.1,7.5,0.0,2.6,3.6,Advisor
Raphael Dawe,5.1,1.9,3.6,2.9,2.5,4.4,4.2,Assassin
